Parent	Child	-	Weight	Probability	Score
G58	G99	-1	-0.143511	0.906661	-0.39824
G59	G99	1	0.177197	0.945776	0.512932
G60	G99	-1	-0.086519	0.5445	-0.144187
G63	G99	1	0.189544	0.999556	0.579872
G65	G99	1	0.242458	0.999985	0.742071
G66	G99	-1	-0.091337	0.593087	-0.165798
G73	G99	-1	-0.133703	0.819873	-0.335509
G75	G99	1	0.243679	0.999984	0.745807
G77	G99	-1	-0.119483	0.784376	-0.286844
G78	G99	-1	-0.138545	0.792881	-0.336214
G80	G99	1	0.161858	0.898521	0.44512
G81	G99	-1	-0.080416	0.539773	-0.132853
G84	G99	1	0.192235	0.981822	0.57767
G85	G99	-1	-0.082773	0.63004	-0.159615
G86	G99	-1	-0.112723	0.667243	-0.230204
G88	G99	-1	-0.191582	0.987209	-0.578868
G89	G99	-1	-0.108586	0.726134	-0.241327
G91	G99	1	0.145924	0.984251	0.43959
G92	G99	1	0.11363	0.825129	0.286967
G93	G99	-1	-0.114246	0.898303	-0.314108
G95	G99	1	0.132045	0.921427	0.372389
G96	G99	-1	-0.075439	0.588281	-0.135829
G98	G99	1	0.100077	0.794521	0.243363
G1	G100	1	0.116858	0.745097	0.266494
G5	G100	-1	-0.084892	0.662982	-0.17226
G7	G100	1	0.174175	0.998398	0.532237
G8	G100	-1	-0.091437	0.666998	-0.186665
G10	G100	-1	-0.123194	0.851695	-0.321136
G11	G100	1	0.115844	0.61369	0.217591
G12	G100	1	0.199708	0.997915	0.609966
G15	G100	-1	-0.180908	0.919348	-0.509041
G17	G100	1	0.128348	0.882642	0.346729
G21	G100	-1	-0.139545	0.865308	-0.369572
G22	G100	1	0.092623	0.571264	0.161946
G25	G100	-1	-0.090272	0.513777	-0.141953
G26	G100	1	0.139687	0.97493	0.416815
G27	G100	1	0.120887	0.877725	0.324755
G28	G100	1	0.163404	0.98092	0.490583
G30	G100	1	0.117922	0.858252	0.309759
G33	G100	1	0.123701	0.749416	0.283734
G35	G100	1	0.156982	0.992492	0.47686
G36	G100	1	0.078877	0.552428	0.133364
G38	G100	1	0.164414	0.884763	0.445227
G41	G100	1	0.08941	0.518416	0.141866
G44	G100	-1	-0.117346	0.847297	-0.304312
G46	G100	1	0.132511	0.962596	0.390402
G47	G100	1	0.134719	0.949527	0.391518
G48	G100	-1	-0.144822	0.958024	-0.424646
G49	G100	-1	-0.113057	0.774808	-0.268106
G51	G100	-1	-0.108378	0.806183	-0.267417
G52	G100	1	0.069174	0.523044	0.110738
G56	G100	1	0.132718	0.930803	0.378097
G57	G100	1	0.101859	0.706931	0.220389
G58	G100	1	0.114735	0.76061	0.2671
G60	G100	1	0.116014	0.746544	0.265083
G61	G100	1	0.111825	0.628438	0.215088
G62	G100	1	0.096021	0.623674	0.183291
G64	G100	1	0.109556	0.775842	0.260151
G65	G100	1	0.079498	0.552254	0.134372
G75	G100	-1	-0.145167	0.95192	-0.422944
G76	G100	1	0.099056	0.7407	0.224563
G84	G100	-1	-0.157487	0.903323	-0.435414
G87	G100	-1	-0.086055	0.503425	-0.132595
G90	G100	1	0.12549	0.937029	0.359896
G92	G100	1	0.137299	0.930148	0.390872
G94	G100	1	0.201898	0.99902	0.617337
G97	G100	-1	-0.156728	0.928297	-0.445296
